CustomerID,TypeService,TypeClient,Province,Ville,Quartier,Mois,Date,IndexPrecedent,IndexActuel,Consommation,MontantFacture,StatutPaiement,AnomalyScore,SuspectFlag,TypeSuspect
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2019-03,2019-03-01,29240.19,29322.24,82.05000000000291,118.62,En retard,0.1721,0,Aucune
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2019-04,2019-04-01,29322.24,29423.62,101.37999999999738,143.05,Payé,0.1997,0,Aucune
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2019-05,2019-05-01,29423.62,29594.57,170.95000000000073,214.52,Payé,0.1668,0,Aucune
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2019-06,2019-06-01,29594.57,29705.04,110.47000000000116,179.42,En retard,0.1907,0,Aucune
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2019-07,2019-07-01,29705.04,29872.69,167.64999999999782,227.89,Payé,0.4218,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-05,2013-05-01,96441.63,96476.29,34.65999999998894,263.29,Impayé,0.1725,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-06,2013-06-01,96476.29,96511.39,35.10000000000582,236.83,Payé,0.4535,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-07,2013-07-01,96511.39,96541.03,29.639999999999418,240.9,Payé,0.1609,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-08,2013-08-01,96541.03,96577.89,36.86000000000058,272.22,Payé,0.4023,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Shoul,2013-09,2013-09-01,96577.89,96600.35,22.460000000006403,184.68,Payé,0.2559,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-10,2013-10-01,96600.35,96623.66,23.30999999999767,192.38,Payé,0.1725,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-11,2013-11-01,96623.66,96648.49,24.830000000001746,204.95,Payé,0.0265,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-12,2013-12-01,96648.49,96675.96,27.470000000001164,217.07,Payé,0.1048,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-01,2014-01-01,96675.96,96698.27,22.30999999999767,170.29,En retard,0.2182,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-02,2014-02-01,96698.27,96722.17,23.89999999999418,175.3,Payé,0.1823,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-03,2014-03-01,96722.17,96739.07,16.90000000000873,127.2,Payé,0.3139,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-04,2014-04-01,96739.07,96765.57,26.5,208.1,Payé,0.1169,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-05,2014-05-01,96765.57,96798.57,33.0,233.87,Payé,0.3169,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-06,2014-06-01,96798.57,96827.47,28.89999999999418,223.78,Payé,0.0505,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-07,2014-07-01,96827.47,96864.75,37.279999999998836,256.13,En retard,0.1264,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-08,2014-08-01,96864.75,96901.24,36.49000000000524,258.34,Payé,0.1443,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-09,2014-09-01,96901.24,96929.4,28.15999999998894,212.82,Payé,0.1725,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-10,2014-10-01,96929.4,96960.45,31.05000000000291,224.22,Payé,0.2798,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-11,2014-11-01,96960.45,96981.73,21.279999999998836,152.25,Impayé,0.2423,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-12,2014-12-01,96981.73,97002.84,21.110000000000582,173.63,Payé,0.0,0,Aucune
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2015-01,2015-01-01,97002.84,97014.74,11.900000000008731,105.76,En retard,0.2253,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2023-08,2023-08-01,198069.17,198103.08,33.90999999997439,245.14,Payé,0.1823,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2023-09,2023-09-01,198103.08,198138.04,34.960000000020955,252.99,Payé,0.0347,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2023-10,2023-10-01,198138.04,198167.0,28.95999999999185,200.74,Payé,0.2364,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2023-11,2023-11-01,198167.0,198201.96,34.95999999999185,265.59,En retard,0.0629,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2023-12,2023-12-01,198201.96,198227.79,25.830000000016298,180.2,Payé,0.037,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-01,2024-01-01,198227.79,198251.36,23.56999999997788,202.55,Payé,0.1934,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-02,2024-02-01,198251.36,198271.7,20.34000000002561,166.61,Impayé,0.0,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-03,2024-03-01,198271.7,198299.48,27.779999999998836,189.1,Payé,0.0792,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-04,2024-04-01,198299.48,198321.31,21.829999999987194,167.79,Payé,0.0,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-05,2024-05-01,198321.31,198356.69,35.38000000000466,267.73,Payé,0.0334,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-06,2024-06-01,198356.69,198399.2,42.51000000000931,302.54,Payé,0.176,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-07,2024-07-01,198399.2,198421.99,22.789999999979045,177.58,Impayé,0.1725,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-08,2024-08-01,198421.99,198459.65,37.66000000000349,269.08,Payé,0.0305,0,Aucune
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-09,2024-09-01,198459.65,97882.34,24.24,170.75,En retard,0.2649,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2016-06,2016-06-01,47401.87,47613.24,211.36999999999534,281.76,Payé,0.2978,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2016-07,2016-07-01,47613.24,48028.07,414.83000000000175,506.8,Payé,0.2355,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2016-08,2016-08-01,48028.07,48322.84,294.7699999999968,357.45,Payé,0.0,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2016-09,2016-09-01,48322.84,48590.55,267.7100000000064,319.9,Payé,0.1479,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2016-10,2016-10-01,48590.55,48913.43,322.8799999999974,383.9,Payé,0.1948,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2016-11,2016-11-01,48913.43,49148.35,234.91999999999825,307.86,Payé,0.0,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2016-12,2016-12-01,49148.35,49326.0,177.65000000000146,225.77,Payé,0.0522,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2017-01,2017-01-01,49326.0,49513.05,187.0500000000029,220.54,Payé,0.0,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2017-02,2017-02-01,49513.05,49685.39,172.3399999999965,234.09,Payé,0.2115,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2017-03,2017-03-01,49685.39,49913.03,227.63999999999942,297.83,Payé,0.2158,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2017-04,2017-04-01,49913.03,50129.77,216.73999999999796,279.44,Payé,0.3507,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2017-05,2017-05-01,50129.77,50372.79,243.02000000000407,298.88,Payé,0.1083,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2017-06,2017-06-01,50372.79,50652.24,279.4499999999971,353.38,Impayé,0.236,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2017-07,2017-07-01,50652.24,50875.95,223.70999999999913,294.42,Payé,0.2497,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2017-08,2017-08-01,50875.95,51252.21,376.26000000000204,470.66,Payé,0.187,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2017-09,2017-09-01,51252.21,51529.03,276.8199999999997,336.04,Payé,0.0603,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2017-10,2017-10-01,51529.03,51759.37,230.34000000000378,298.13,Payé,0.4345,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2017-11,2017-11-01,51759.37,51960.92,201.54999999999563,252.31,Impayé,0.3585,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2017-12,2017-12-01,51960.92,52221.36,260.4400000000023,325.65,Payé,0.1741,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2018-01,2018-01-01,52221.36,52425.39,204.02999999999884,242.67,Payé,0.0879,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2018-02,2018-02-01,52425.39,52593.71,168.3199999999997,207.07,Payé,0.1725,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2018-02,2018-02-01,52425.39,52593.71,168.3199999999997,207.07,Payé,0.0624,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2018-03,2018-03-01,52593.71,52792.78,199.0699999999997,240.55,Payé,0.1968,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2018-04,2018-04-01,52792.78,52964.61,171.83000000000175,214.35,Payé,0.1708,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2018-05,2018-05-01,52964.61,53192.34,227.72999999999593,302.68,Payé,0.1442,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2018-06,2018-06-01,53192.34,53465.14,272.8000000000029,344.55,En retard,0.1026,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2018-07,2018-07-01,53465.14,53796.22,331.08000000000175,431.97,Payé,0.0313,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2018-08,2018-08-01,53796.22,54070.57,274.34999999999854,341.94,Payé,0.1544,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2018-09,2018-09-01,54070.57,54396.73,326.1600000000035,388.89,En retard,1.099531876176676,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2018-10,2018-10-01,54396.73,54712.8,316.0699999999997,385.49,Payé,0.0751,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Shoul,2018-11,2018-11-01,54712.8,54971.82,259.0199999999968,305.8,Payé,0.2112,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2018-12,2018-12-01,54971.82,55182.07,210.25,279.5,Payé,0.0871,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2019-01,2019-01-01,55182.07,55358.77,176.6999999999971,239.9,En retard,0.436,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2019-02,2019-02-01,55358.77,55489.59,130.8199999999997,170.49,Payé,0.1046,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2019-03,2019-03-01,55489.59,55709.0,219.4100000000035,281.48,Payé,0.2368,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2019-04,2019-04-01,55709.0,55892.64,183.63999999999942,218.12,Payé,0.1211,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2019-05,2019-05-01,55892.64,56187.71,295.0699999999997,363.07,Impayé,0.204,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2019-06,2019-06-01,56187.71,56479.91,292.20000000000437,386.01,Payé,0.0871,0,Aucune
C000003,Électricité,Particulier,Salé,Ameur,Ameur,2019-07,2019-07-01,56479.91,56794.81,314.8999999999942,397.94,Payé,0.1689,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2015-10,2015-10-01,195651.78,195797.54,145.7600000000093,198.28,Payé,0.3327,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2015-11,2015-11-01,97717.56,195949.71,152.17,200.13,Payé,0.1317,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2015-12,2015-12-01,195949.71,196078.2,128.4900000000198,176.08,Payé,0.1767,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2016-01,2016-01-01,97717.56,196197.7,119.51,183.84,Payé,0.1802,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2016-02,2016-02-01,196197.7,196296.99,99.28999999997905,170.56,Payé,0.346,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2016-03,2016-03-01,196296.99,196431.82,134.8300000000163,185.01,Payé,0.3463,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2016-04,2016-04-01,196431.82,196593.76,161.94000000000233,210.88,Payé,0.1287,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2016-05,2016-05-01,196593.76,196648.78,55.01999999998952,103.8,Impayé,0.7544,1,Contournement
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2016-06,2016-06-01,196648.78,196809.47,160.69000000000233,211.27,Payé,0.0259,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2016-07,2016-07-01,196809.47,196946.78,137.30999999999767,168.73,Payé,0.1495,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Shoul,2016-08,2016-08-01,196946.78,197157.55,210.76999999998952,284.37,Payé,0.4391,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2016-09,2016-09-01,197157.55,197346.28,188.73000000001048,261.8,Payé,0.2925,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2016-10,2016-10-01,197346.28,197522.27,175.9899999999907,242.35,Payé,0.2091,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2016-11,2016-11-01,197522.27,197659.33,137.05999999999767,202.21,Payé,0.2696,0,Aucune
C000004,Électricité,Particulier,Kénitra,Rabat,Souk El Arbaa,2016-12,2016-12-01,197659.33,197786.63,127.30000000001746,169.05,Payé,0.0813,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2017-01,2017-01-01,197786.63,197909.19,122.55999999999767,166.82,Impayé,0.0451,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2017-02,2017-02-01,197909.19,198015.18,105.98999999999069,136.62,Payé,0.0867,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2017-03,2017-03-01,198015.18,198137.58,122.39999999999418,166.27,Payé,0.0222,0,Aucune
C000004,Électricité,Particulier,Kénitra,Souk El Arbaa,Souk El Arbaa,2017-04,2017-04-01,198137.58,198246.46,108.88000000000466,154.24,En retard,0.1674,0,Aucune
C000004,Électricité,Particulier,Kénitra,Rabat,Souk El Arbaa,2017-05,2017-05-01,198246.46,198432.05,185.5899999999965,239.55,Payé,0.1725,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2017-12,2017-12-01,19380.63,19559.35,178.71999999999753,233.48,Payé,0.2386,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2018-01,2018-01-01,97717.56,19742.05,182.7,255.76,En retard,0.1448,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2018-02,2018-02-01,19742.05,19895.51,153.45999999999913,207.38,Impayé,0.3673,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2018-03,2018-03-01,19895.51,20084.01,188.5,252.92,Payé,0.2267,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2018-04,2018-04-01,20084.01,20248.77,164.76000000000204,226.44,Payé,0.5425,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2018-05,2018-05-01,20248.77,20380.97,132.20000000000073,203.22,Payé,0.1507,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2018-06,2018-06-01,20380.97,20583.55,202.5799999999981,261.66,Payé,0.0,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2018-07,2018-07-01,20583.55,20863.78,280.22999999999956,353.72,Payé,0.1566,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2018-08,2018-08-01,20863.78,21278.23,414.4500000000007,474.18,Payé,0.0142,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2018-09,2018-09-01,21278.23,21602.99,324.76000000000204,426.31,Payé,0.1459,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2018-10,2018-10-01,21602.99,21847.59,244.59999999999854,316.06,Payé,0.3164,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2018-11,2018-11-01,21847.59,22116.58,268.9900000000016,363.66,Impayé,0.0437,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2018-12,2018-12-01,22116.58,22317.65,201.0699999999997,259.05,Payé,0.0753,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2019-01,2019-01-01,22317.65,22493.88,176.22999999999956,217.43,En retard,0.1209,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2019-02,2019-02-01,22493.88,22666.23,172.34999999999854,207.18,Payé,0.1316,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2019-03,2019-03-01,22666.23,22833.77,167.54000000000087,241.03,Payé,0.1725,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2019-04,2019-04-01,22833.77,23054.48,220.70999999999913,271.08,Payé,0.4577,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2019-05,2019-05-01,23054.48,23303.38,248.90000000000146,289.54,En retard,0.0,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2019-06,2019-06-01,23303.38,23515.26,211.87999999999738,266.69,Payé,0.4015,0,Aucune
C000005,Électricité,Particulier,Skhirate-Témara,Tamesna,Tamesna,2019-07,2019-07-01,23515.26,23787.66,272.40000000000146,355.22,Payé,0.1319,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2014-12,2014-12-01,147446.33,147467.54,21.210000000020955,150.47,Payé,0.2946,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2015-01,2015-01-01,147467.54,147487.68,20.139999999984866,159.51,Payé,0.1725,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2015-02,2015-02-01,147487.68,147508.83,21.14999999999418,149.57,Payé,0.1332,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2015-03,2015-03-01,147508.83,147532.83,24.0,178.22,Payé,0.2069,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2015-04,2015-04-01,147532.83,147564.84,32.01000000000931,222.53,Payé,0.3607,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2015-05,2015-05-01,147564.84,147607.25,42.41000000000349,311.74,Payé,0.228,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2015-06,2015-06-01,147607.25,147644.09,36.83999999999651,261.68,Payé,0.2149,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2015-07,2015-07-01,147644.09,147672.97,28.880000000004657,212.6,Impayé,0.0231,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2015-08,2015-08-01,147672.97,147706.21,33.23999999999069,215.71,Payé,0.1203,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2015-09,2015-09-01,147706.21,147745.75,39.54000000000815,272.67,Payé,0.0472,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2015-10,2015-10-01,147745.75,147778.76,33.01000000000931,244.16,Payé,0.3,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2015-11,2015-11-01,147778.76,147812.23,33.470000000001164,235.73,Payé,0.0892,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2015-12,2015-12-01,147812.23,147842.64,30.410000000003492,236.53,Payé,0.148,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2016-01,2016-01-01,147842.64,147869.33,26.689999999973224,188.18,Payé,0.3639,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2016-02,2016-02-01,147869.33,147896.75,27.420000000012806,191.63,Payé,0.3661,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2016-03,2016-03-01,147896.75,147918.02,21.269999999989523,168.87,Payé,0.0954,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2016-04,2016-04-01,147918.02,147957.93,39.91000000000349,279.54,Impayé,0.0576,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2016-05,2016-05-01,147957.93,147998.55,40.61999999999534,302.5,Payé,0.0104,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2016-06,2016-06-01,97717.56,148042.98,44.43,307.47,Payé,0.2587,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2016-07,2016-07-01,148042.98,148071.44,28.45999999999185,213.09,En retard,0.1217,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2016-08,2016-08-01,148071.44,148109.25,37.80999999999767,283.41,Payé,0.2466,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2016-09,2016-09-01,148109.25,148146.63,37.38000000000466,266.48,Payé,0.1011,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2016-10,2016-10-01,148146.63,148180.04,33.41000000000349,241.49,En retard,0.1947,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2016-11,2016-11-01,148180.04,148207.02,26.979999999981374,212.52,Payé,0.3564,0,Aucune
C000006,Eau,Particulier,Kénitra,Mehdia,Mehdia,2016-12,2016-12-01,148207.02,148231.84,24.820000000006985,207.21,Payé,0.0214,0,Aucune
