CustomerID,TypeService,TypeClient,Province,Ville,Quartier,Mois,IndexPrecedent,IndexActuel,Consommation,MontantFacture,StatutPaiement,AnomalyScore,SuspectFlag,TypeSuspect,Date,TypeService_label,TypeClient_label,Province_label,StatutPaiement_label,TypeService_enc,TypeClient_enc,Province_enc,Ville_enc,Quartier_enc,StatutPaiement_enc,IndexPrecedent_std,IndexActuel_std,Consommation_std,MontantFacture_std,AnomalyScore_std,Annee,Mois_num,Trimestre,Saison,Is_Ete,Is_Hiver,Is_Ramadan,Is_Aid,Conso_Precedente,Conso_Moyenne_Client,Taux_Evolution,Ecart_Moyenne_Client
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2017-12,27435.26,27540.22,104.96000000000276,156.39,Payé,0.1162,0,Aucune,2017-12-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2851183656938983,-1.2836362965378731,-0.3960656117364509,-0.8212415738326405,-0.5474750219744557,2017,12,4,Hiver,0,1,0,0,110.63999999999942,127.13366666666678,-5.133767172809728,-0.17441223279433457
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2018-01,27540.22,27636.84,96.61999999999898,138.5,Payé,0.2353,0,Aucune,2018-01-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2832767519169863,-1.2819464350627106,-0.4466618735323246,-0.9141621218257656,0.27062531597398853,2018,1,1,Hiver,0,1,0,0,104.96000000000276,127.13366666666678,-7.945884146344858,-0.24001248030289202
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2018-02,27636.84,27711.67,74.82999999999811,116.86,En retard,0.3626,0,Aucune,2018-02-01,Électricité,Particulier,Khémisset,En retard,1,3,0,6,18,0,-1.2815814706372108,-1.2806376756527909,-0.5788552241955899,-1.026560146340647,1.1450516217744664,2018,2,1,Hiver,0,1,0,0,96.61999999999898,127.13366666666678,-22.552266611468745,-0.41140689195887237
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2018-03,27711.67,27820.08,108.41000000000349,167.34,Payé,0.0,0,Aucune,2018-03-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2802685137114647,-1.2787416098018034,-0.3751355034396017,-0.7643673423891121,-1.3456552005605953,2018,3,1,Printemps,0,0,0,0,74.82999999999811,127.13366666666678,44.87505011359914,-0.14727543976022564
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2018-04,27820.08,27928.34,108.2599999999984,156.96,Impayé,0.0424,0,Aucune,2018-04-01,Électricité,Particulier,Khémisset,Impayé,1,3,0,6,18,1,-1.27836636670732,-1.2768481674161576,-0.37604550814819104,-0.8182809974013334,-1.0544087326427614,2018,4,2,Printemps,0,0,0,0,108.41000000000349,127.13366666666678,-0.13836361959698215,-0.14845530032696586
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2018-05,27928.34,28077.62,149.27999999999884,198.81,Payé,0.4087,0,Aucune,2018-05-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.27646685158262,-1.2742372947085163,-0.12718955384773292,-0.6009123594185335,1.4617134654304136,2018,5,2,Printemps,0,0,1,0,108.2599999999984,127.13366666666678,37.89026417882971,0.17419723597996883
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2018-06,28077.62,28235.88,158.26000000000204,208.26,Payé,0.2692,0,Aucune,2018-06-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2738476051590548,-1.271469363875777,-0.07271060529534659,-0.5518291185837078,0.5034851098988604,2018,6,2,Été,1,0,0,1,149.27999999999884,127.13366666666678,6.015541264739597,0.24483155523977565
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2018-07,28235.88,28403.72,167.84000000000015,232.11,Payé,0.1175,0,Aucune,2018-07-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2710707968860546,-1.268533881056575,-0.014591637908757287,-0.42795236790533786,-0.5385452953637675,2018,7,3,Été,1,0,0,0,158.26000000000204,127.13366666666678,6.053329963350174,0.320185316766343
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2018-08,28403.72,28541.79,138.0699999999997,183.04,Payé,0.2123,0,Aucune,2018-08-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2681258992458404,-1.2661190686587718,-0.1951972390673304,-0.6828216406846925,0.11263784516950293,2018,8,3,Été,1,0,0,0,167.84000000000015,127.13366666666678,-17.73713060057222,0.08602232296191868
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2018-09,28541.79,28695.99,154.20000000000073,190.57,Payé,0.2622,0,Aucune,2018-09-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2657033419461239,-1.2634221462879367,-0.09734139940700372,-0.643710867829006,0.4554019666105387,2018,9,3,Automne,0,0,0,0,138.0699999999997,127.13366666666678,11.682479901500002,0.21289666256774828
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2018-10,28695.99,28818.26,122.2699999999968,186.95,Payé,0.1238,0,Aucune,2018-10-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2629977698767658,-1.2612836722394154,-0.2910510683688399,-0.6625131251646748,-0.495270466404278,2018,10,4,Automne,0,0,0,0,154.20000000000073,127.13366666666678,-20.70687418936691,-0.03825632339718549
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2018-11,28818.26,28967.93,149.6700000000019,218.12,En retard,0.1371,0,Aucune,2018-11-01,Électricité,Particulier,Khémisset,En retard,1,3,0,6,18,0,-1.2608524372119125,-1.2586659785218868,-0.12482354160546236,-0.5006163403158366,-0.40391249415646685,2018,11,4,Automne,0,0,0,0,122.2699999999968,127.13366666666678,22.409421771494078,0.17726487345341324
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2018-12,28967.93,29082.31,114.38000000000102,183.43,Payé,0.0,0,Aucune,2018-12-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2582263479017903,-1.2566654987503165,-0.3389173160389897,-0.6807959831264299,-1.3456552005605953,2018,12,4,Hiver,0,1,0,0,149.6700000000019,127.13366666666678,-23.578539453464572,-0.10031698920557959
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2019-01,29082.31,29169.16,86.84999999999854,151.26,Payé,0.3995,0,Aucune,2019-01-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2562194520957386,-1.2551465123177157,-0.5059335135497688,-0.847886761714403,1.3985184771086194,2019,1,1,Hiver,0,1,0,0,114.38000000000102,127.13366666666678,-24.068893163142356,-0.3168607318806312
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2019-02,97717.56,29240.19,71.03,132.72,Payé,0.6432,0,Aucune,2019-02-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-0.051954760958198946,-1.2539042140297751,-0.6019086768123929,-0.9441834056379659,3.072498765589189,2019,2,1,Hiver,0,1,0,0,86.84999999999854,127.13366666666678,-18.215313759353837,-0.44129669298192764
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2019-03,29240.19,29322.24,82.05000000000291,118.62,En retard,0.1721,0,Aucune,2019-03-01,Électricité,Particulier,Khémisset,En retard,1,3,0,6,18,0,-1.2534493112506655,-1.2524691784880952,-0.5350536642236132,-1.0174187173597695,-0.16349677771485852,2019,3,1,Printemps,0,0,0,0,71.03,127.13366666666678,15.514571307902166,-0.35461627001500123
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2019-04,29322.24,29423.62,101.37999999999738,143.05,Payé,0.1997,0,Aucune,2019-04-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2520096731943047,-1.2506960657127695,-0.41778439078074564,-0.8905294503127013,0.026088187250523937,2019,4,2,Printemps,0,0,0,0,82.05000000000291,127.13366666666678,23.558805606330026,-0.20257157165295356
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2019-05,29423.62,29594.57,170.95000000000073,214.52,Payé,0.1668,0,Aucune,2019-05-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2502308736068113,-1.247706189712158,0.004275793048691797,-0.5193147177767226,-0.19990258620458776,2019,5,2,Printemps,0,0,1,0,101.37999999999738,127.13366666666678,68.62300256461347,0.3446477591825971
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2019-06,29594.57,29705.04,110.47000000000116,179.42,En retard,0.1907,0,Aucune,2019-06-01,Électricité,Particulier,Khémisset,En retard,1,3,0,6,18,0,-1.2472314083327725,-1.2457740949371503,-0.36263810544207953,-0.7016238980203613,-0.03573299697731806,2019,6,2,Été,1,0,0,1,170.95000000000073,127.13366666666678,-35.37876572097064,-0.1310720213108954
C000000,Électricité,Particulier,Khémisset,Khémisset,Khémisset,2019-07,29705.04,29872.69,167.64999999999782,227.89,Payé,0.4218,0,Aucune,2019-07-01,Électricité,Particulier,Khémisset,Payé,1,3,0,6,18,2,-1.2452931168509178,-1.2428419351740472,-0.015744310539612137,-0.4498710214844877,1.5516976335842727,2019,7,3,Été,1,0,0,0,110.47000000000116,127.13366666666678,51.760659002440526,0.3186908267151711
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-05,96441.63,96476.29,34.65999999998894,263.29,Impayé,0.1725,0,Aucune,2013-05-01,Eau,Particulier,Salé,Impayé,0,3,3,3,10,1,-0.07434205389241441,-0.07796036047781832,-0.8225544851476031,-0.2660036431191084,-0.16074916952695453,2013,5,2,Printemps,0,0,0,0,34.65999999998894,27.290952380952408,0.0,0.2700179721166391
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-06,96476.29,96511.39,35.10000000000582,236.83,Payé,0.4535,0,Aucune,2013-06-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.07373391428201286,-0.07734646958795885,-0.8198851380023958,-0.40343671745662063,1.7694455824756723,2013,6,2,Été,1,0,0,0,34.65999999998894,27.290952380952408,1.2694748990681495,0.28614053148631413
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-07,96511.39,96541.03,29.639999999999418,240.9,Payé,0.1609,0,Aucune,2013-07-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.07311805449190595,-0.07682807283652206,-0.8530093093939628,-0.3822971629383412,-0.24042980697617328,2013,7,3,Été,1,0,1,0,35.10000000000582,27.290952380952408,-15.555555555571217,0.08607422658824163
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-08,96541.03,96577.89,36.86000000000058,272.22,Payé,0.4023,0,Aucune,2013-08-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.07259799511359356,-0.07618339995332499,-0.8092077494220082,-0.21962127902863277,1.4177517344239479,2013,8,3,Été,1,0,0,1,29.639999999999418,27.290952380952408,24.358974358978767,0.35063076896234835
C000001,Eau,Particulier,Salé,Bouknadel,Shoul,2013-09,96577.89,96600.35,22.460000000006403,184.68,Payé,0.2559,0,Aucune,2013-09-01,Eau,Particulier,Salé,Payé,0,3,3,3,32,2,-0.07195125460466657,-0.07579057974289065,-0.8965682014435857,-0.6743034909525111,0.41212713765104947,2013,9,3,Automne,0,0,0,0,36.86000000000058,27.290952380952408,-39.066739012463245,-0.1770166285701977
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-10,96600.35,96623.66,23.30999999999767,192.38,Payé,0.1725,0,Aucune,2013-10-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.07155717452244997,-0.07538289322885587,-0.8914115080951408,-0.6343097391611716,-0.16074916952695453,2013,10,4,Automne,0,0,0,0,22.460000000006403,27.290952380952408,3.784505788027723,-0.14587077524393116
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-11,96623.66,96648.49,24.830000000001746,204.95,Payé,0.0265,0,Aucune,2013-11-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.07114818045671242,-0.0749486222660294,-0.8821901270483903,-0.5690212378602447,-1.1636261581119491,2013,11,4,Automne,0,0,0,0,23.30999999999767,27.290952380952408,6.520806520824651,-0.09017466105976837
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2013-12,96648.49,96675.96,27.470000000001164,217.07,Payé,0.1048,0,Aucune,2013-12-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.07071251667926648,-0.07446817831319642,-0.8661740441777648,-0.5060700337419284,-0.6257818553297224,2013,12,4,Hiver,0,1,0,0,24.830000000001746,27.290952380952408,10.632299637532148,0.006560695154549514
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-01,96675.96,96698.27,22.30999999999767,170.29,En retard,0.2182,0,Aucune,2014-01-01,Eau,Particulier,Salé,En retard,0,3,3,3,10,0,-0.07023053182359028,-0.07407798156810351,-0.8974782061521972,-0.7490450608586638,0.15316506594108845,2014,1,1,Hiver,0,1,0,0,27.470000000001164,27.290952380952408,-18.784128139800778,-0.18251295562815054
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-02,96698.27,96722.17,23.89999999999418,175.3,Payé,0.1823,0,Aucune,2014-02-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.06983908362081874,-0.0736599760903931,-0.8878321562414987,-0.7230231522255974,-0.09343276892330418,2014,2,1,Hiver,0,1,0,0,22.30999999999767,27.290952380952408,7.126848946645779,-0.12425188881736968
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-03,96722.17,96739.07,16.90000000000873,127.2,Payé,0.3139,0,Aucune,2014-03-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.0694197374959313,-0.07336439899527547,-0.9302990426408055,-0.9728542510779912,0.8105303248971432,2014,3,1,Printemps,0,0,0,0,23.89999999999418,27.290952380952408,-29.28870292881654,-0.38074715150637223
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-04,96739.07,96765.57,26.5,208.1,Payé,0.1169,0,Aucune,2014-04-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.06912321241180565,-0.07290092011831611,-0.8720587412931166,-0.5526601575819694,-0.5426667076456236,2014,4,2,Printemps,0,0,0,0,16.90000000000873,27.290952380952408,56.80473372772964,-0.02898221981818596
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-05,96765.57,96798.57,33.0,233.87,Payé,0.3169,0,Aucune,2014-05-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.0686582470432065,-0.07232375774323466,-0.8326252039222497,-0.4188109389244603,0.8311373863064239,2014,5,2,Printemps,0,0,0,0,26.5,27.290952380952408,24.528301886792452,0.20919195267924012
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-06,96798.57,96827.47,28.89999999999418,223.78,Payé,0.0505,0,Aucune,2014-06-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.06807923356532831,-0.07181830342081494,-0.8574986659562164,-0.47121833575233246,-0.9987696668377034,2014,6,2,Été,1,0,1,0,33.0,27.290952380952408,-12.424242424260063,0.05895901310372731
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-07,96827.47,96864.75,37.279999999998836,256.13,En retard,0.1264,0,Aucune,2014-07-01,Eau,Particulier,Salé,En retard,0,3,3,3,10,0,-0.06757215812561086,-0.07116628483466232,-0.8066597362380551,-0.30319263829131515,-0.47741101318290124,2014,7,3,Été,1,0,0,1,28.89999999999418,27.290952380952408,28.996539792409497,0.3660204847236565
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-08,96864.75,96901.24,36.49000000000524,258.34,Payé,0.1443,0,Aucune,2014-08-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.06691804835423819,-0.07052808316597367,-0.8114524277030909,-0.2917139121278269,-0.35445554677419305,2014,8,3,Été,1,0,0,0,37.279999999998836,27.290952380952408,-2.1190987124292433,0.33707316222035777
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-09,96901.24,96929.4,28.15999999998894,212.82,Payé,0.1725,0,Aucune,2014-09-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.06627779981460855,-0.07003557127257101,-0.86198802251847,-0.5281445071332521,-0.16074916952695453,2014,9,3,Automne,0,0,0,0,36.49000000000524,27.290952380952408,-22.828172101987125,0.031843799619213
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-10,96929.4,96960.45,31.05000000000291,224.22,Payé,0.2798,0,Aucune,2014-10-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.06578370831348603,-0.06949251394692614,-0.8444552651334921,-0.4689329785071131,0.5762967268783189,2014,10,4,Automne,0,0,0,0,28.15999999998894,27.290952380952408,10.26278409096273,0.13773970093011895
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-11,96960.45,96981.73,21.279999999998836,152.25,Impayé,0.2423,0,Aucune,2014-11-01,Eau,Particulier,Salé,Impayé,0,3,3,3,10,1,-0.0652389092683915,-0.06912033166384332,-0.9037269051509583,-0.8427447079126593,0.31870845926231,2014,11,4,Automne,0,0,0,0,31.05000000000291,27.290952380952408,-31.465378421910334,-0.22025440142385388
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2014-12,96981.73,97002.84,21.110000000000582,173.63,Payé,0.0,0,Aucune,2014-12-01,Eau,Particulier,Salé,Payé,0,3,3,3,10,2,-0.06486553330447492,-0.0687511226414806,-0.9047582438206473,-0.7316971217699529,-1.3456552005605953,2014,12,4,Hiver,0,1,0,0,21.279999999998836,27.290952380952408,-0.7988721804429656,-0.2264835720891072
C000001,Eau,Particulier,Salé,Bouknadel,Bouknadel,2015-01,97002.84,97014.74,11.900000000008731,105.76,En retard,0.2253,0,Aucune,2015-01-01,Eau,Particulier,Salé,En retard,0,3,3,3,10,0,-0.06449514013726253,-0.06854299439107228,-0.9606325329260877,-1.0842134768450458,0.20193511127638608,2015,1,1,Hiver,0,1,0,0,21.110000000000582,27.290952380952408,-43.62861203217241,-0.5023717108267683
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2023-08,198069.17,198103.08,33.90999999997439,245.14,Payé,0.1823,0,Aucune,2023-08-01,Eau,Particulier,Rabat,Payé,0,3,2,13,3,2,1.7088008365198442,1.6994687149253578,-0.8271045086904837,-0.36027462948440886,-0.09343276892330418,2023,8,3,Été,1,0,0,0,33.90999999997439,29.622857142855814,0.0,0.14472415123375468
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2023-09,198103.08,198138.04,34.960000000020955,252.99,Payé,0.0347,0,Aucune,2023-09-01,Eau,Particulier,Rabat,Payé,0,3,2,13,3,2,1.709395816733021,1.7000801572475657,-0.8207344757302919,-0.319501778632199,-1.107300190259915,2023,9,3,Automne,0,0,0,0,33.90999999997439,29.622857142855814,3.0964317311924483,0.18016975308718008
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2023-10,198138.04,198167.0,28.95999999999185,200.74,Payé,0.2364,0,Aucune,2023-10-01,Eau,Particulier,Rabat,Payé,0,3,2,13,3,2,1.710009220102313,1.7005866609561218,-0.8571346640728071,-0.5908879515020029,0.2781812384907247,2023,10,4,Automne,0,0,0,0,34.960000000020955,29.622857142855814,-17.16247139595397,-0.022376543210107784
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2023-11,198167.0,198201.96,34.95999999999185,265.59,En retard,0.0629,0,Aucune,2023-11-01,Eau,Particulier,Rabat,En retard,0,3,2,13,3,0,1.7105173482938083,1.7011981032783292,-0.8207344757304684,-0.25405745751909814,-0.9135938130126763,2023,11,4,Automne,0,0,0,0,28.95999999999185,29.622857142855814,20.718232044204726,0.1801697530861976
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2023-12,198201.96,198227.79,25.830000000016298,180.2,Payé,0.037,0,Aucune,2023-12-01,Eau,Particulier,Rabat,Payé,0,3,2,13,3,2,1.7111307516630996,1.7016498640100977,-0.8761234289912455,-0.6975725829038361,-1.0915014431794665,2023,12,4,Hiver,0,1,0,0,34.95999999999185,29.622857142855814,-26.115560640668424,-0.12803819444385514
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-01,198227.79,198251.36,23.56999999997788,202.55,Payé,0.1934,0,Aucune,2024-01-01,Eau,Particulier,Rabat,Payé,0,3,2,13,3,2,1.7115839613035118,1.702062097864057,-0.8898341666004261,-0.5814868228341685,-0.017186641708965555,2024,1,1,Hiver,0,1,0,0,25.830000000016298,29.622857142855814,-8.749516066732447,-0.20433063271676039
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-02,198251.36,198271.7,20.34000000002561,166.61,Impayé,0.0,0,Aucune,2024-02-01,Eau,Particulier,Rabat,Impayé,0,3,2,13,3,1,1.7119975172936202,1.702417839764335,-0.909429601324429,-0.7681589578186806,-1.3456552005605953,2024,2,1,Hiver,0,1,0,0,23.56999999997788,29.622857142855814,-13.703860839861267,-0.3133680555546602
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-03,198271.7,198299.48,27.779999999998836,189.1,Payé,0.0792,0,Aucune,2024-03-01,Eau,Particulier,Rabat,Payé,0,3,2,13,3,2,1.7123544001463493,1.7029037055455398,-0.8642933677800914,-0.6513460386255344,-0.8016287793555845,2024,3,1,Printemps,0,0,1,0,20.34000000002561,29.622857142855814,36.578171091267734,-0.06221064814814538
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-04,198299.48,198321.31,21.829999999987194,167.79,Payé,0.0,0,Aucune,2024-04-01,Eau,Particulier,Rabat,Payé,0,3,2,13,3,2,1.712841824219545,1.7032855072015405,-0.9003902212196478,-0.7620300452065014,-1.3456552005605953,2024,4,2,Printemps,0,0,0,1,27.779999999998836,29.622857142855814,-21.418286537119837,-0.26306905864237456
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-05,198321.31,198356.69,35.38000000000466,267.73,Payé,0.0334,0,Aucune,2024-05-01,Eau,Particulier,Rabat,Payé,0,3,2,13,3,2,1.7132248504080925,1.7039042952267038,-0.818186462546427,-0.242942310917349,-1.1162299168706036,2024,5,2,Printemps,0,0,0,0,21.829999999987194,29.622857142855814,62.07054512150898,0.19434799382737128
C000002,Eau,Particulier,Rabat,Rabat,Aviation,2024-06,198356.69,198399.2,42.51000000000931,302.54,Payé,0.176,0,Aucune,2024-06-01,Eau,Particulier,Rabat,Payé,0,3,2,13,3,2,1.7138456230398298,1.7046477853044224,-0.7749309053995863,-0.062139388858059495,-0.13670759788279369,2024,6,2,Été,1,0,0,0,35.38000000000466,29.622857142855814,20.152628603741434,0.435040509259638
