CustomerID,Cluster,Profil,PC1,PC2
C000047,1,Petits consommateurs,-1.7980195567333128,-0.8535982350833432
C000048,2,Clients résidentiels,0.8512731004878714,0.17541375533268547
C000049,1,Petits consommateurs,-1.7752830601570222,-0.5786639213796112
C000050,2,Clients résidentiels,-0.07713442957906248,0.0536825837077103
C000051,2,Clients résidentiels,1.2292079930296347,1.1235679841718094
C000052,0,Gros consommateurs,4.207539316994559,-1.5703615847161192
C000053,2,Clients résidentiels,1.217135104323457,1.924644659585775
C000054,1,Petits consommateurs,-0.5255377597821755,0.2313517074209989
C000055,1,Petits consommateurs,-1.6919384819323977,-0.5393569415731374
C000056,2,Clients résidentiels,-0.3120032872963031,0.4801342119751593
C000057,2,Clients résidentiels,1.4468752371365703,1.303748505725695
C000058,1,Petits consommateurs,-1.7149787872295505,-0.836520920656199
C000059,1,Petits consommateurs,-2.300665802744283,0.09369978256068627
C000060,3,Clients potentiellement à risque,0.7199508570470445,3.452795058242328
C000061,2,Clients résidentiels,0.5392553059645049,1.712476461677407
C000062,2,Clients résidentiels,-0.2564443342061302,0.040954722566613935
C000063,2,Clients résidentiels,0.0015368380849410256,0.3752330262220554
C000064,2,Clients résidentiels,0.8355366384362052,1.0554754660637404
C000065,1,Petits consommateurs,-1.5078068104187698,-1.2960233475450411
C000066,1,Petits consommateurs,-1.8536258885105446,-0.2230621636259734
C000067,3,Clients potentiellement à risque,-1.4468774544417677,2.040802199229038
C000068,1,Petits consommateurs,-1.6625218643632238,-0.8835455900640652
C000069,2,Clients résidentiels,-0.215500115550482,0.9596286764024984
C000070,1,Petits consommateurs,-1.7633808416832282,-0.9857748449387613
C000071,0,Gros consommateurs,3.2523711239049335,0.3718591730464102
C000072,2,Clients résidentiels,0.4357151104557197,1.906999626369887
C000073,2,Clients résidentiels,-0.39820595537758285,1.0516903207514958
C000074,1,Petits consommateurs,-2.355671804893845,0.13713892523524426
C000075,2,Clients résidentiels,0.3460974796293827,0.6822533415599219
C000076,2,Clients résidentiels,1.4248295397728181,1.6905952730100655
C000077,2,Clients résidentiels,-0.19796256568090267,1.2844168006487147
C000078,2,Clients résidentiels,0.31607184052364967,1.1927351780196298
C000079,2,Clients résidentiels,0.13663876076552808,0.4422677981167287
C000080,0,Gros consommateurs,4.263943190564262,-1.739565348372165
C000081,2,Clients résidentiels,0.12351945029780825,1.3793688758530933
C000082,1,Petits consommateurs,-1.675856942925836,-0.28168255311158824
C000083,1,Petits consommateurs,-2.015610049689207,-0.0837740332844116
C000084,1,Petits consommateurs,-1.477484771225528,-1.0052533137619555
C000085,2,Clients résidentiels,0.7287200477531085,0.46439285114941153
C000086,1,Petits consommateurs,-1.4238891501055746,-1.1257672725889014
C000087,1,Petits consommateurs,-1.9120913879012373,-0.2819205500289324
C000088,2,Clients résidentiels,-0.4072866420634696,1.6569816524834728
C000089,2,Clients résidentiels,1.9858023450728812,1.19137530923266
C000090,0,Gros consommateurs,3.651382806435042,0.24784393518600886
C000091,2,Clients résidentiels,0.5911612824043362,-0.0535415821717325
C000092,1,Petits consommateurs,-2.0301830367385265,-0.020410652919509935
C000093,0,Gros consommateurs,3.8029179164898266,-0.6250506074935914
C000094,1,Petits consommateurs,-1.2969164249956597,-1.601904065314775
C000095,2,Clients résidentiels,0.08513594818242047,1.0381238720315842
C000096,1,Petits consommateurs,-2.008370164964745,-0.8745413275027012
C000097,1,Petits consommateurs,-2.0758714081609684,0.16897830729481983
C000098,1,Petits consommateurs,-1.9893633097035441,-0.5586734716199994
C000099,2,Clients résidentiels,0.15507553270635727,0.19317993478628875
C000100,1,Petits consommateurs,-1.166045200962394,-0.11487475722264218
C000101,2,Clients résidentiels,2.936783044465913,1.4543071115273314
C000102,1,Petits consommateurs,-1.859126395349501,-0.7741155595412869
C000103,0,Gros consommateurs,4.663096066013055,-2.898716862457846
C000104,1,Petits consommateurs,-2.1273770071481835,-0.5782363078449667
C000105,3,Clients potentiellement à risque,-1.7509524967414192,2.5034466207912063
C000106,1,Petits consommateurs,-1.7690418920854785,-1.1428206396338407
C000107,1,Petits consommateurs,-0.9946165135925814,0.8455885739504958
C000108,1,Petits consommateurs,-1.9483728791770523,-0.5775701235274625
C000109,1,Petits consommateurs,-1.9011806255502008,-0.14164889593441427
C000110,2,Clients résidentiels,3.2862394263229358,0.9136747202862548
C000111,1,Petits consommateurs,-1.713362597315325,-0.8017281128623399
C000112,1,Petits consommateurs,-1.6226016528568508,-0.9338078367958731
C000113,1,Petits consommateurs,-1.6462049952955518,-1.264268063271732
C000114,1,Petits consommateurs,-1.425685431343627,-0.5126202643707769
C000115,1,Petits consommateurs,-1.8310116274095916,-0.19151613720028005
C000116,2,Clients résidentiels,0.9380479405870609,1.0955021273359238
C000117,1,Petits consommateurs,-1.7802325276104658,-1.1157959444809846
C000118,2,Clients résidentiels,-0.5150985342461802,0.5453769035589309
C000119,1,Petits consommateurs,-1.7702471625673717,-0.3129874883635
C000120,1,Petits consommateurs,-1.5957892065906916,-1.4478457935086044
C000121,2,Clients résidentiels,1.647883852688211,0.9588390328829237
C000122,2,Clients résidentiels,0.9880541356105581,2.134377661037749
C000123,2,Clients résidentiels,1.2304000877897254,-0.4595652041785818
C000124,1,Petits consommateurs,-1.5893480284590749,-0.339057122788121
C000125,1,Petits consommateurs,-1.501319389871424,-0.8018849719582202
C000126,1,Petits consommateurs,-1.0549312293638098,-1.005501752647522
C000127,2,Clients résidentiels,0.6511009874301709,1.3039666868933177
C000128,0,Gros consommateurs,4.668817894140591,-2.681608070575322
C000129,2,Clients résidentiels,1.004754924500231,0.3449608541131014
C000130,2,Clients résidentiels,1.1061825310216709,0.02511888362321175
C000131,2,Clients résidentiels,0.10148887172823845,0.15586158312011422
C000132,1,Petits consommateurs,-1.4676200612069557,-0.6184267441122289
C000133,1,Petits consommateurs,-1.7652496435583604,-0.5927121314051078
C000134,3,Clients potentiellement à risque,3.485367309174997,3.3377504984604363
C000135,2,Clients résidentiels,0.21996121957329828,0.04657157008854417
C000136,0,Gros consommateurs,3.9004336361661887,-0.26952102973009046
C000137,2,Clients résidentiels,0.529127750230898,0.8486543508679879
C000138,2,Clients résidentiels,0.9238734132308901,1.2253351745253542
C000139,1,Petits consommateurs,-1.860983104267185,-0.30035122192703234
C000140,2,Clients résidentiels,0.2233238205868426,0.49370323134035216
C000141,2,Clients résidentiels,0.5514269032314252,1.6852772237971938
C000142,2,Clients résidentiels,-0.1368960230547528,1.3495976533844267
C000143,1,Petits consommateurs,-1.7820420121095772,-0.9298204905637272
C000144,3,Clients potentiellement à risque,-1.6791170111539169,0.5014064764284433
C000145,2,Clients résidentiels,0.700307646389271,0.5689189706888549
C000146,1,Petits consommateurs,-1.6756114712207684,-0.8987040805137201
C000147,2,Clients résidentiels,1.0340721819818066,1.5931107570955407
C000148,2,Clients résidentiels,0.7891288943299736,0.3747951941577913
C000149,0,Gros consommateurs,4.668817894140591,-2.681608070575322
C000150,2,Clients résidentiels,1.469921938862759,1.0952936333823708
C000151,1,Petits consommateurs,-1.7948630729030597,-0.48535797317894325
C000152,1,Petits consommateurs,-0.9264099297514107,-0.3722438113385503
C000153,1,Petits consommateurs,-1.7827768692660997,-0.3894851179493324
C000154,1,Petits consommateurs,-1.8484718005433067,-0.6079523087115759
C000155,1,Petits consommateurs,-0.46573290484169205,-0.8159930606026897
C000156,1,Petits consommateurs,-1.6219902972184315,-0.3414385029767898
C000157,1,Petits consommateurs,-1.913183962317718,-0.3011352334685566
C000158,2,Clients résidentiels,1.5424825417102448,1.4678538145555515
C000159,2,Clients résidentiels,0.9327251598587065,0.8575777485319278
C000160,1,Petits consommateurs,-1.9242543425619947,-0.3033977980181292
C000161,1,Petits consommateurs,-1.4046219616184212,-1.498673272762389
C000162,2,Clients résidentiels,-0.4172820545787883,0.44568701943476585
C000163,1,Petits consommateurs,-0.7145089981337928,0.2085172444162423
C000164,1,Petits consommateurs,-1.8949137356831647,-0.28875988228837735
C000165,1,Petits consommateurs,-1.8943957097587352,-0.6043551474101364
C000166,1,Petits consommateurs,-1.8923149479806947,-0.30601388672789026
C000167,1,Petits consommateurs,-1.7093105912809847,-1.1456163882390686
C000168,2,Clients résidentiels,-0.8069773500486973,0.6766349257973955
C000169,1,Petits consommateurs,-1.4401338831725745,-1.1871932833092986
C000170,1,Petits consommateurs,-1.7156586125552749,-0.8512704427888811
C000171,2,Clients résidentiels,-0.04361475257688756,0.3747586101019664
C000172,1,Petits consommateurs,-1.587569123619093,-0.7789106264374319
C000173,2,Clients résidentiels,1.1516190429572664,0.9835172579587339
C000174,2,Clients résidentiels,0.820041757946731,1.363563713181155
C000175,1,Petits consommateurs,-0.6272502345103268,-0.17647006462156112
C000176,1,Petits consommateurs,-1.7924275571551584,-1.1673376562810758
C000177,2,Clients résidentiels,1.8420932736534215,2.745326941179349
C000178,1,Petits consommateurs,-0.6017231529925245,-0.1473550945331977
C000179,1,Petits consommateurs,-0.4920854996682041,0.40467670433668945
C000180,1,Petits consommateurs,-1.827376862423988,-0.7826820914728465
C000181,2,Clients résidentiels,0.33875229256958217,0.7438977590529128
C000182,1,Petits consommateurs,-1.930254890109878,-0.789723560491084
C000183,1,Petits consommateurs,-0.46886981752807433,0.015413759727728092
C000184,1,Petits consommateurs,-1.758042893476234,-0.47579966582895145
C000185,1,Petits consommateurs,-1.692492275022485,-1.098452928555023
C000186,1,Petits consommateurs,-1.7171066890874962,-0.7377772978553326
C000187,1,Petits consommateurs,-1.6684425533628995,-0.364177226349291
C000188,2,Clients résidentiels,0.4245743184236094,1.075382929198394
C000189,1,Petits consommateurs,-1.3814328094580284,-0.9071205973763168
C000190,2,Clients résidentiels,0.2986565182473608,0.015573399295148211
C000191,1,Petits consommateurs,-1.6714987114772881,-0.9258441544961554
C000192,2,Clients résidentiels,1.4177432178740004,0.5396719161598676
C000193,0,Gros consommateurs,4.6616656089811705,-2.952994060428477
C000194,2,Clients résidentiels,1.6971484827457963,1.0586449538002078
C000195,2,Clients résidentiels,0.07123191602869763,1.2982264896657478
C000196,2,Clients résidentiels,0.6471636808089071,0.9921669048292568
C000197,1,Petits consommateurs,-1.5570519215205139,-0.738557840890413
C000198,1,Petits consommateurs,-1.5712072979322178,-0.4952689492993998
C000199,2,Clients résidentiels,1.3482587509459556,0.41415075328040624
C000200,1,Petits consommateurs,-1.8872399627276213,-0.8220149738998481
C000201,2,Clients résidentiels,0.5052364480074683,0.7343612551356762
C000202,1,Petits consommateurs,-0.8025931175855665,-0.7968561841628607
C000203,2,Clients résidentiels,-0.4431249012390124,0.7002567208652032
C000204,2,Clients résidentiels,0.8171402904275307,2.0121171314693833
C000205,1,Petits consommateurs,-1.832289476213681,-0.6000966637251733
C000206,2,Clients résidentiels,0.34442712938952413,1.1058231603600694
C000207,2,Clients résidentiels,0.9860952335927907,1.0316306139268707
C000208,1,Petits consommateurs,-1.7709186347324621,-0.32981210423830565
C000209,1,Petits consommateurs,-1.6197481637078879,-0.8169612829410299
C000210,2,Clients résidentiels,2.006433178520641,0.9961953592629045
C000211,0,Gros consommateurs,4.357810010273028,-2.293227299437821
C000212,1,Petits consommateurs,-1.7224569269968961,-0.5624317964400644
C000213,0,Gros consommateurs,4.660235151949287,-3.0072712583991077
C000214,1,Petits consommateurs,-1.4947475453890329,-0.7106031209997344
C000215,1,Petits consommateurs,-1.6300459034332053,-1.3222601969578112
C000216,1,Petits consommateurs,-1.4218628837809708,-1.1490690939772403
C000217,1,Petits consommateurs,-2.300878906750624,0.3072696848895747
C000218,2,Clients résidentiels,1.1692393321635066,1.38795226373724
C000219,3,Clients potentiellement à risque,-1.4941656001591284,1.4370876970288713
C000220,2,Clients résidentiels,0.02237056283246979,0.020383661828717137
C000221,1,Petits consommateurs,-1.72205333964426,-0.2011463598052965
C000222,2,Clients résidentiels,1.0386140399672807,-0.7371886589219161
C000223,2,Clients résidentiels,0.7834907167130072,1.1605358074503702
C000224,1,Petits consommateurs,-1.653907976843623,-0.8934476397592452
C000225,2,Clients résidentiels,1.6427767421569448,1.4651709218506364
C000226,1,Petits consommateurs,-0.8143940846938572,-1.2778155935061366
C000227,1,Petits consommateurs,-0.42587107470599395,-0.6560689311781743
C000228,1,Petits consommateurs,-1.4846184278178112,-1.4241276295833245
C000229,3,Clients potentiellement à risque,-1.9661902656907018,3.027863303605135
C000230,1,Petits consommateurs,-1.8753673584855879,-0.6630568593776746
C000231,1,Petits consommateurs,-0.3514643553051443,-0.10890372178217991
C000232,1,Petits consommateurs,-0.1520835769227609,-0.48209372435778125
C000233,2,Clients résidentiels,0.1850362630188416,0.4106078363935651
C000234,2,Clients résidentiels,-0.41122814743732927,0.3924894677736284
C000235,2,Clients résidentiels,1.0986985546996026,1.3617908734124635
C000236,1,Petits consommateurs,-2.0284754491798402,-0.5472612280560002
C000237,2,Clients résidentiels,0.506341839072408,-0.2823559496471659
C000238,2,Clients résidentiels,0.8702631702419771,0.93473330354691
C000239,2,Clients résidentiels,0.32508645712608064,0.06972785524867971
C000240,2,Clients résidentiels,1.493902791239674,1.045124870793848
C000241,1,Petits consommateurs,-1.5716048842780235,-0.9605151891081373
C000242,2,Clients résidentiels,-0.3182661849223852,0.27800809481700806
C000243,1,Petits consommateurs,-1.5420926689109378,0.5285331918594686
C000244,0,Gros consommateurs,4.208029780945772,-1.2614008367049518
C000245,1,Petits consommateurs,-1.817411396001039,-0.690415116570114
C000246,2,Clients résidentiels,0.21806335999447007,1.102479603952341
C000247,2,Clients résidentiels,0.565999612539175,1.465380221288895
C000248,2,Clients résidentiels,0.8171418670956635,0.619330559776347
C000249,1,Petits consommateurs,-1.4493494505218956,-1.6835041327184388
C000250,2,Clients résidentiels,-0.0049998782838407115,0.342178499503076
C000251,1,Petits consommateurs,-1.3593381137263438,-1.385579649134359
C000252,2,Clients résidentiels,1.0914868111553175,1.0747080085250902
C000253,1,Petits consommateurs,-1.3985045669187481,-0.16095561902466787
C000254,2,Clients résidentiels,3.4434717676008706,0.7082547215251853
C000255,2,Clients résidentiels,0.4965590934949947,0.6950013142382165
C000256,2,Clients résidentiels,-0.11015557710822096,-0.3111683414545135
C000257,1,Petits consommateurs,-1.7109869431060585,-0.7518132670632685
C000258,2,Clients résidentiels,0.23042585879105515,0.22531733813180904
C000259,2,Clients résidentiels,0.8478656248292198,2.038253017794555
C000260,1,Petits consommateurs,-1.926315019887951,0.05086421074884935
C000261,2,Clients résidentiels,1.2655487617229815,1.6878587132100142
C000262,2,Clients résidentiels,0.9452217507512849,0.6747875877875967
C000263,1,Petits consommateurs,-0.47239912917467,0.09503736824519556
C000264,2,Clients résidentiels,0.5159354010358762,-0.2622573751241644
C000265,2,Clients résidentiels,1.6461116622272352,-0.17528179249516757
C000266,1,Petits consommateurs,-1.6676706179262228,-0.8119448668632021
C000267,1,Petits consommateurs,-1.5186001255853248,-0.8394518413991175
C000268,1,Petits consommateurs,-1.769851512508663,-1.1881015992077844
C000269,2,Clients résidentiels,-0.04723962775146846,0.6314375375066825
C000270,2,Clients résidentiels,0.20419861940353984,0.9433568715176399
C000271,0,Gros consommateurs,4.1308614069217855,-1.287844929200493
C000272,0,Gros consommateurs,3.333741019912209,0.4061506828547704
C000273,1,Petits consommateurs,-1.649434437081951,-0.224638389601259
C000274,2,Clients résidentiels,0.7227221678805166,1.033231867144908
C000275,2,Clients résidentiels,1.5096624947995125,1.4660061877930315
C000276,1,Petits consommateurs,-0.48894454408300275,0.1659244398111623
C000277,2,Clients résidentiels,0.34296796475667257,0.8099419380757095
C000278,1,Petits consommateurs,-2.157700314278033,-0.2511047188542438
C000279,1,Petits consommateurs,-2.0495079363406408,-0.504783866971739
C000280,0,Gros consommateurs,4.673382435752761,-2.617659232786912
C000281,1,Petits consommateurs,-0.5802781464820906,0.013895324386723395
C000282,2,Clients résidentiels,1.2773027425384245,0.9559494568001738
C000283,1,Petits consommateurs,-1.708941683669809,-1.0011973502334481
C000284,2,Clients résidentiels,1.3055683800161397,1.4763011490052627
C000285,3,Clients potentiellement à risque,2.0563730190413434,5.042001095038388
C000286,2,Clients résidentiels,0.667594512700744,0.24686484507470668
C000287,1,Petits consommateurs,-0.5898395118093152,-0.31034598560477855
C000288,2,Clients résidentiels,-0.0642851698929255,0.4147843076070773
C000289,2,Clients résidentiels,1.1773977122275086,0.824741658015556
C000290,1,Petits consommateurs,-2.0961679807626568,-0.25637686197885373
C000291,1,Petits consommateurs,-1.7124763882818563,-0.7822814106701813
C000292,2,Clients résidentiels,1.0097390587424175,0.5202872805681006
C000293,2,Clients résidentiels,0.8702265545493492,2.3824037585680626
C000294,1,Petits consommateurs,-0.5407929300114377,-0.9392183440312162
C000295,2,Clients résidentiels,-0.10789165565469358,0.8487875938762961
C000296,1,Petits consommateurs,-0.09026125492676586,-1.5606262521679182
C000297,2,Clients résidentiels,0.3871649904476722,-0.3277619221678498
C000298,2,Clients résidentiels,-0.565853655632612,0.7027885077158785
C000299,2,Clients résidentiels,3.0615940866161218,0.8547971161950797
C000300,1,Petits consommateurs,-0.44680537097142514,0.20005020220579925
C000301,2,Clients résidentiels,3.13880110746355,1.90514050582364
C000302,2,Clients résidentiels,0.5803927473300928,0.6855539963396287
C000303,1,Petits consommateurs,-0.6107384435796983,-1.004391040262391
C000304,1,Petits consommateurs,-1.6644448808535388,-1.4324823377815186
C000305,1,Petits consommateurs,-2.044232103366769,0.08320999445653662
C000306,2,Clients résidentiels,1.1409497019917108,0.10757240996690035
C000307,1,Petits consommateurs,-0.619874782594099,0.11463821548847043
C000308,2,Clients résidentiels,0.3952337670005131,1.8301921455391907
C000309,1,Petits consommateurs,-0.29547696672934054,-0.10704323360453236
C000310,2,Clients résidentiels,0.9838062840113181,0.5688884105853363
C000311,2,Clients résidentiels,-0.2103538957374715,0.4156243608580816
C000312,2,Clients résidentiels,-0.3105606841928079,0.15667636744818775
C000313,3,Clients potentiellement à risque,4.034700125681716,1.3570887450521234
C000314,2,Clients résidentiels,2.958171681230334,1.5246482345769818
C000315,1,Petits consommateurs,-1.7715377503717318,-0.25039998889851134
C000316,2,Clients résidentiels,-0.10167361406118997,0.36680725384022994
C000317,2,Clients résidentiels,0.4059868836760527,2.1598846001974223
C000318,2,Clients résidentiels,0.29581389792142815,1.2724542487983272
C000319,2,Clients résidentiels,0.23546546092028478,0.47430799731953666
C000320,1,Petits consommateurs,-1.6313403682641452,-1.067691852769817
C000321,1,Petits consommateurs,-2.044031531206824,-0.06493848971389991
C000322,1,Petits consommateurs,-0.5203386685113749,-0.42673392650549996
C000323,1,Petits consommateurs,-1.5832646331312241,-0.5895933633242783
C000324,2,Clients résidentiels,1.158654737996021,1.8243337445207888
C000325,1,Petits consommateurs,-1.6945870626160857,-1.1486735585095635
C000326,2,Clients résidentiels,0.01820770869012109,-0.28040438160550674
C000327,2,Clients résidentiels,2.2821535939970587,1.830579351448122
C000328,0,Gros consommateurs,3.488177227145638,-0.02511512467627614
C000329,2,Clients résidentiels,-0.2732830300956508,1.303936563706964
C000330,2,Clients résidentiels,0.7950011283995938,1.1950862908633006
C000331,1,Petits consommateurs,-0.6121969463526732,0.4989265067644822
C000332,1,Petits consommateurs,-1.5612078583525701,-0.4704780995983194
C000333,0,Gros consommateurs,4.66524175156088,-2.817301065501899
C000334,1,Petits consommateurs,-1.4953997580679956,-0.7611118554374342
C000335,2,Clients résidentiels,-0.5514432327746498,0.8123419677924114
C000336,1,Petits consommateurs,-1.5928487725896558,-0.9214022860976799
C000337,1,Petits consommateurs,-0.11704406568007045,-0.7056257897762898
C000338,1,Petits consommateurs,-1.587229078295631,-1.2629973160758066
C000339,2,Clients résidentiels,1.0828531265192478,1.6629311148918002
C000340,1,Petits consommateurs,-0.2558903273138692,0.030696070276874328
C000341,1,Petits consommateurs,-0.7935710983496462,0.23711861779554405
C000342,0,Gros consommateurs,4.674006318101652,-2.6905317930262673
C000343,1,Petits consommateurs,-0.6787314531262031,0.26342904826466523
C000344,2,Clients résidentiels,0.784233243491187,1.51090526161718
C000345,2,Clients résidentiels,0.013674457486551703,0.27636262396639966
C000346,1,Petits consommateurs,-1.888602981880502,-0.03892934362096728
C000347,2,Clients résidentiels,0.9061056169320866,1.7778087848719053
C000348,1,Petits consommateurs,-0.23006658183374978,-0.4751861570508058
C000349,1,Petits consommateurs,-1.1324884878129868,-1.5096823775704926
C000350,3,Clients potentiellement à risque,2.120130290434996,5.218551912195707
C000351,1,Petits consommateurs,-1.775541275272812,0.000309243220283263
C000352,0,Gros consommateurs,3.9248167261224522,-0.9634422088040807
C000353,2,Clients résidentiels,1.09171946457715,1.465264964115626
C000354,2,Clients résidentiels,3.031159474002774,1.3634781781143641
C000355,1,Petits consommateurs,-1.8187443919771686,-0.22373775427970366
C000356,0,Gros consommateurs,4.657374237885519,-3.1158256543403695
C000357,1,Petits consommateurs,-1.3333047969848628,-0.07024539384584462
C000358,2,Clients résidentiels,0.566881178478175,1.2771050573924594
C000359,2,Clients résidentiels,0.14155634461911404,0.22316390636271746
C000360,2,Clients résidentiels,0.8235634304052848,-0.5647248674937634
C000361,1,Petits consommateurs,-1.6674298528133915,-1.0652186600325693
C000362,1,Petits consommateurs,-1.46366677811567,-0.817780943081187
C000363,2,Clients résidentiels,1.354467605767949,2.2440557824443026
C000364,1,Petits consommateurs,-1.4388754297039006,-1.1485030298951977
C000365,1,Petits consommateurs,-1.7729690171972945,-0.23167505755754345
C000366,2,Clients résidentiels,0.40108145686086866,0.5012067272345236
C000367,2,Clients résidentiels,1.0504798982887718,1.6801534949756816
C000368,2,Clients résidentiels,0.8402228837695623,1.2607269785118738
C000369,2,Clients résidentiels,0.740948273943572,1.0651044980972473
C000370,1,Petits consommateurs,-2.5163594736275807,0.3522496154786146
C000371,2,Clients résidentiels,2.888997739212069,1.9286491800417003
C000372,2,Clients résidentiels,0.34667927727349873,0.5392056833591228
C000373,0,Gros consommateurs,4.288619455761492,-1.5508133278301075
C000374,2,Clients résidentiels,0.9697880940079662,1.2885451940009331
C000375,1,Petits consommateurs,-1.9421820108052015,-0.8359170896063578
C000376,1,Petits consommateurs,-1.9259731536823006,-0.3675992635211175
C000377,2,Clients résidentiels,0.19286252456153882,0.21687777821086113
C000378,1,Petits consommateurs,-2.070104069042001,-0.21009051850686872
C000379,1,Petits consommateurs,-0.41265942733179034,-0.3780320511515165
C000380,2,Clients résidentiels,1.0751054016195067,-0.12553505688979358
C000381,0,Gros consommateurs,4.6566590093695766,-3.142964253325685
C000382,0,Gros consommateurs,4.67327702639303,-2.734667449198848
C000383,1,Petits consommateurs,-1.9140112602346913,-0.23666633182307564
C000384,1,Petits consommateurs,-1.7584423620118232,-0.49206144581355704
C000385,1,Petits consommateurs,-1.8659512704731533,-0.29188118205210245
C000386,2,Clients résidentiels,1.1591163780501477,0.6224446965865192
C000387,1,Petits consommateurs,-1.71252509273113,-0.6422967987986757
C000388,3,Clients potentiellement à risque,-0.8197150395087919,1.5032163645388747
C000389,2,Clients résidentiels,0.39030022204390985,1.3325251465050423
C000390,3,Clients potentiellement à risque,-1.5997378900613435,1.124204832074228
C000391,2,Clients résidentiels,-0.21074143700717493,1.3998145642508746
C000392,2,Clients résidentiels,0.13231925286709592,0.22988016076027368
C000393,1,Petits consommateurs,-1.913856186370021,0.235004687912812
C000394,2,Clients résidentiels,0.411416275038609,0.12886609142645467
C000395,1,Petits consommateurs,-1.0222572735189686,0.9450424168865419
C000396,2,Clients résidentiels,0.7852907465727752,2.249790481233009
C000397,2,Clients résidentiels,0.19483113961746876,0.8841207482430861
C000398,1,Petits consommateurs,-0.9219308179461386,-1.1613016694942153
C000399,1,Petits consommateurs,-2.1183224921589088,0.027510473769987297
C000400,2,Clients résidentiels,2.3023755076215062,2.014655617408432
C000401,2,Clients résidentiels,-0.1738987634136115,0.25351820122420515
C000402,2,Clients résidentiels,0.5866132003192452,0.434870858010569
C000403,2,Clients résidentiels,-0.10640413154426306,1.0427791713032695
C000404,1,Petits consommateurs,-2.240343784833756,-0.35487251519863344
C000405,1,Petits consommateurs,-1.7956838455556248,-0.8443055004000298
C000406,2,Clients résidentiels,3.11478531178964,0.8921540676760705
C000407,2,Clients résidentiels,-0.8592414990756775,1.033020735330215
C000408,1,Petits consommateurs,-1.7555161589343133,0.3334435208769598
C000409,2,Clients résidentiels,-0.39362418895182943,1.4625626087962964
C000410,2,Clients résidentiels,0.6289304316784032,0.9683498171900726
C000411,2,Clients résidentiels,0.7879464082217246,0.10794640722362395
C000412,1,Petits consommateurs,-1.7884681132034514,-0.8152936935949627
